OTU	kingdom	phylum	class	order	family	genus	species	n	score	SH_species	SH_gb_acc	SH_sh_acc	SH_type	identity	coverage	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	unite_db_version	date_assigned
ITSall_OTUb_1424	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	4	1	Exophiala_sp	KX147577	SH1529745.08FU	reps	0.932203389830508	0.988700564971751	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_1435	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	NA	NA	1	1	Erythrobasidiales_sp	LM644065	SH1613500.08FU	reps	0.994974874371859	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_1453	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA	1	1	Neocucurbitaria_sp	UDB0216070	SH1614495.08FU	reps	0.901315789473684	0.986842105263158	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_185	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	3	1	Cladophialophora_sp	MT321780	SH3566619.08FU	reps_singleton	0.915730337078652	0.966292134831461	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_2412	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	NA	NA	1	1	Eurotiales_sp	AB986366	SH1564669.08FU	reps	0.975903614457831	0.987951807228916	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_2415	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	1	1	Neoascochyta_paspali	FJ427048	SH1547063.08FU	refs	0.915032679738562	0.967320261437909	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_2440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	NA	NA	1	1	Dothideomycetes_sp	LC229671	SH1645891.08FU	reps	0.853333333333333	0.86	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_2726	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	NA	NA	3	1	Hymenochaetaceae_sp	KX181319	SH1551107.08FU	reps	0.917748917748918	1	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_2994	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	2	1	Rinaldiella_sp	AB986410	SH1524328.08FU	reps	0.877551020408163	0.931972789115646	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_3128	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	NA	NA	1	1	Tracylla_aristata	KX306770	SH1646547.08FU	refs	0.914772727272727	0.971590909090909	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_4100	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	NA	NA	2	1	Rhodotorula_sp	UDB0207502	SH2731972.08FU	reps	0.932692307692308	1	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_4120	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	NA	NA	1	1	Atheliaceae_sp	GQ268574	SH1239945.08FU	reps_singleton	0.929515418502203	0.982378854625551	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Lichen Parasite-Lichenized-Plant Pathogen	Possible	Corticioid	NULL	Many species form ectomycorrhizal associations, often occupying a dominant position in mycorrhizal communities. Other species are pathogens of many different plants and even lichens, and one species has even been suggested to form a lichen association with cyanobacteria. Yet more species are sparse and active decomposers, and a few are aquatic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_4482	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	NA	NA	11	0.846153846153846	Talaromyces_ptychoconidium	FJ160266	SH1516186.08FU	refs	0.94578313253012	0.987951807228916	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_4501	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA	3	0.75	Pyrenochaetopsis_leptospora	JF740262	SH1525086.08FU	refs	0.952380952380952	0.965986394557823	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_4677	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	NA	NA	1	1	Pluteus_sp	KM983693	SH1173204.08FU	reps_singleton	0.904761904761905	0.915343915343915	Pathotroph-Saprotroph	Bryophyte Parasite-Ectomycorrhizal-Litter Saprotroph-Wood Saprotroph	Probable	Agaricoid	White Rot	Forming ectomycorrhizas with roots of broadleaved trees, or saprobic on rotten wood, plant remains or humus (Cannon & Kirk 2007)	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_5518	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	3	0.75	Fungi_sp	MT820093	SH1554168.08FU	reps	0.993377483443709	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_5994	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	NA	NA	2	1	Serendipitaceae_sp	MN699301	SH3565834.08FU	reps_singleton	0.953846153846154	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_6268	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	5	0.833333333333333	Teratosphaeriaceae_sp	KJ406774	SH2589065.08FU	reps_singleton	0.972222222222222	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_6465	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	1	1	Ascomycota_sp	MG214564	SH1144215.08FU	reps_singleton	0.909090909090909	0.967532467532468	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_6586	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	1	1	Devriesia_americana	AY251068	SH1641290.08FU	reps	0.943262411347518	0.971631205673759	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_6592	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	NA	NA	12	1	Meyerozyma_caribbica	EU569003	SH2154451.08FU	refs	0.947368421052632	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_73	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	NA	NA	6	0.857142857142857	Sebacina_sp	KX816286	SH1551370.08FU	reps	0.902439024390244	0.936585365853659	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_7439	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	NA	NA	7	1	Helicosporium_aquaticum	MH558733	SH2763620.08FU	refs_singleton	0.946666666666667	0.993333333333333	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_7474	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	5	1	Exophiala_nigra	KY115191	SH1529618.08FU	refs	0.93714285714285706	1	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_7833	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	NA	NA	1	1	Hysterobrevium_constrictum	MN429070	SH3568492.08FU	reps_singleton	0.940397350993378	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_7870	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	NA	NA	1	1	Pellidiscus_pallidus	UDB0596944	SH2713539.08FU	reps	0.920792079207921	0.97029702970297	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_7901	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	NA	NA	11	1	Dioszegia_sp	MK050296	SH1609796.08FU	reps	0.879432624113475	0.907801418439716	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_8458	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	NA	NA	1	1	Scleroderma_sp	KC222716	SH1169653.08FU	refs_singleton	0.816239316239316	0.858974358974359	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	Probable	Gasteroid	NULL	On the ground or associated with rotten wood, mostly ectomycorrhizal with woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_8572	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	NA	NA	3	0.6	Teichospora_kingiae	KR909181	SH1724467.08FU	refs_singleton	0.947368421052632	0.980263157894737	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in plant material (Jaklitsch et al. 2016)	Jaklitsch WM,et al. 2016. Mycological Progress 15:e31 ((https://doi.org/10.1007/s11557-016-1171-2))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_924	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	NA	NA	10	0.909090909090909	Ochroconis_sp	HQ650002	SH1175563.08FU	reps_singleton	0.973118279569892	0.99462365591397806	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_1203	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	38	0.974358974358974	Humicola_olivacea	KX976676	SH1615600.08FU	refs	0.973509933774834	0.980132450331126	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_1228	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	NA	NA	1	1	Lauriomyces_catenatus	FJ839621	SH1573269.08FU	reps	0.914893617021277	0.964539007092199	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_148	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	NA	NA	2	0.666666666666667	Sirobasidium_brefeldianum	AF444330	SH1516849.08FU	reps	0.941176470588235	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_1616	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	NA	NA	1	1	Shiraia_sp	UDB039973	SH2720198.08FU	reps	0.92	0.993333333333333	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_2040	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	NA	NA	2	1	Fungi_sp	MF971742	SH1181546.08FU	reps_singleton	0.903846153846154	0.967948717948718	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_243	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	NA	NA	3	0.75	Helotiales_sp	JN607221	SH1505330.08FU	reps	0.994252873563218	1	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_2498	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	32	0.96969696969697	Humicola_sardiniae	MH444272	SH1800510.08FU	refs	0.947368421052632	0.980263157894737	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_2524	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA	1	1	Dothideomycetes_sp	UDB0179762	SH1538432.08FU	reps	0.943262411347518	1	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_2975	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	NA	NA	9	0.9	Pleurophragmium_sp	UDB099243	SH1539609.08FU	reps	0.965034965034965	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_364	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	NA	NA	4	1	Immersiporthe_knoxdaviesiana	JQ862765	SH1553852.08FU	refs	0.864705882352941	0.9	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	Chestnut blight fungus, Cryphonectria parasitica (Milgroom & Cortesi 2004); Many species are parasitic on woody dicotyledonous plants, causing cankers and wilt due to disruption of cambial tissues. Species on plants in their native ecosystems are not necessarily agressive pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Milgroom MG, Cortesi P. 2004. Annual Review of Phytopathology 423:11-138 ((https://doi.org/10.1146/annurev.phyto.42.040803.140325))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_477	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	NA	NA	3	1	Rhodosporidiobolus_nylandii	AB030323	SH1560092.08FU	refs	0.909090909090909	0.976076555023923	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_706	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA	3	0.75	Pyrenochaetopsis_leptospora	JF740262	SH1525086.08FU	refs	0.952380952380952	0.965986394557823	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_8	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	23	0.958333333333333	Serendipitaceae_sp	MN849894	SH3590842.08FU	reps	0.965116279069767	1	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_896	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	NA	NA	1	1	Ascomycota_sp	KX778651	SH1646327.08FU	reps	0.694444444444444	0.722222222222222	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_1426	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA	2	1	Pleosporales_sp	GU909627	SH1549122.08FU	reps	0.961538461538462	0.987179487179487	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_1462	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA	1	1	Chaetothyriales_sp	KT328794	SH1180848.08FU	reps_singleton	0.94578313253012	0.993975903614458	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76 ((https://doi.org/10.1007/s13225-012-0197-2))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_1695	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	42	0.954545454545455	Paraboeremia_selaginellae	GU237762	SH1712309.08FU	refs	0.973684210526316	0.986842105263158	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_1743	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	NA	NA	1	1	Phaeomoniella_sp	KX901894	SH1194496.08FU	reps_singleton	0.796296296296296	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_1847	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	NA	NA	2	1	Clavariaceae_sp	UDB0762882	SH2715247.08FU	reps	0.976303317535545	1	Saprotroph-Symbiotroph	Lichenized-Undefined Saprotroph	Probable	Clavarioid	NULL	Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
